date,fire_count,total_frp,burned_area,fire_anomaly,frp_anomaly,burn_anomaly,co,no2,aerosol_index,co_anomaly,no2_anomaly,ai_anomaly,blh,wind_speed,temp_2m,rh,precip,year,blh_anomaly,ws_anomaly
2018-09-16,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.030879602074076,4.11169717160224e-05,-0.3844272010775412,-0.005863645156504,1.3607558507640708e-06,0.2250928805022968,1564.6,3.71,30.9,76.0,3.39,2018,-35.4,-0.49
2018-09-17,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0340604346023333,4.876629831856556e-05,-0.130897719397926,-0.0026828126282467,9.01008245330723e-06,0.478622362181912,1224.4,2.01,32.2,69.6,3.7,2018,-375.6,-2.19
2018-09-18,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0327624914366694,5.033315838474435e-05,-0.3269189558663254,-0.0039807557939106,1.0576942519486028e-05,0.2826011257135126,1425.8,2.39,29.6,80.4,0.0,2018,-174.2,-1.81
2018-09-19,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0337315489457824,5.109807327545302e-05,-0.72815032113979,-0.0030116982847976,1.1341857410194691e-05,-0.1186302395599518,1169.7,3.58,31.6,86.8,6.62,2018,-430.3,-0.62
2018-09-20,1.003921568627451,114.44705882352942,111.59289237849264,0.36702025072324,27.18090646094504,109.17793413345588,0.0360998961192433,4.311514676488791e-05,-1.2560236418353357,-0.0006433511113366,3.3589308996295777e-06,-0.6465035602554975,1368.9,3.58,29.2,78.9,7.95,2018,-231.1,-0.62
2018-09-21,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0342111925148878,3.8565669079602426e-05,-1.0168530213856373,-0.0025320547156921,-1.190546785655901e-06,-0.4073329398057991,1568.3,2.76,32.7,85.1,3.1,2018,-31.7,-1.44
2018-09-22,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0385701962844781,3.038354952877853e-05,-0.9549502973971472,0.001826949053898,-9.3726663364798e-06,-0.3454302158173093,1510.8,3.66,30.5,62.7,0.0,2018,-89.2,-0.54
2018-09-23,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0381954271873419,2.7161962082443226e-05,-0.4185715767321591,0.0014521799567618,-1.2594253782815106e-05,0.1909485048476789,1408.2,3.92,29.7,75.7,4.11,2018,-191.8,-0.28
2018-09-24,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.040248202877153,2.7997898998519792e-05,-0.5322495550307986,0.003504955646573,-1.1758316866738538e-05,0.0772705265490394,1357.2,3.93,33.6,75.2,0.0,2018,-242.8,-0.27
2018-09-25,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0339780805294019,4.061498507622997e-05,-0.8552745467093115,-0.0027651667011781,8.587692109716445e-07,-0.2457544651294734,1207.1,3.71,32.0,76.7,11.12,2018,-392.9,-0.49
2018-09-26,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0330513969263764,4.784830827034888e-05,-0.99132039808286,-0.0036918503042035,8.092092405090552e-06,-0.3818003165030217,1295.9,3.75,32.2,67.9,5.56,2018,-304.1,-0.45
2018-09-27,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0335215565272787,5.185507674082848e-05,-0.8304623714924481,-0.0032216907033012,1.2098860875570144e-05,-0.22094228991261,1435.2,3.17,35.2,74.8,0.0,2018,-164.8,-1.03
2018-09-28,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0373255915740822,5.496459186089764e-05,-0.3869019032912071,0.0005823443435021,1.5208375995639308e-05,0.2226181782886309,1488.1,3.03,30.0,65.2,0.0,2018,-111.9,-1.17
2018-09-29,2.0,230.0,111.59289237849264,1.363098682095789,142.73384763741564,109.17793413345588,0.0321275877265544,4.519329771489844e-05,-0.4618967416068473,-0.0046156595040256,5.437081849640116e-06,0.1476233399729907,1515.6,3.85,33.1,83.4,1.26,2018,-84.4,-0.35
2018-09-30,0.0,0.0,111.59289237849264,-0.6369013179042109,-87.26615236258438,109.17793413345588,0.0326503881688212,4.5916115155512864e-05,-0.599212728082919,-0.0040928590617587,6.159899290254538e-06,0.010307353496919,1307.4,3.55,32.2,73.7,0.0,2018,-292.6,-0.65
2018-10-01,1.0,50.0,5374.365569798469,0.3630986820957891,-37.26615236258438,5371.950611553432,0.0326118979618739,4.636146567719919e-05,-0.7799207548850388,-0.004131349268706,6.605249811940851e-06,-0.1704006733052007,999.3,4.74,26.2,56.6,0.0,2018,-600.7,0.54
